-20211,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20211, from line: [0401]",Consult message text,"ORA-20211: T_RIF40_STUDIES study %s denominator: %s not found in RIF40_TABLES
Error message arguments: :NEW.study_id/* Study id */,:NEW.denom_tab /* Denominator */"
-20798,PACKAGE BODY: RIF40_CHECKS,,"PACKAGE BODY: RIF40_CHECKS, raised error number: -20798, from line: [0408]",Consult message text,"ORA-20798: RIF40_PREDEFINED_GROUPS group: %s description: %s outcome type: %s SQL injection error in %s: value: \"%s\"; contains NON alphanumeric chars at position(s) (%s); %s; total (,),SUM(,SUBSTR(,END)=%s,%s,%s,%s,%s"
-20212,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20212, from line: [0408]",Consult message text,"ORA-20212: T_RIF40_STUDIES study %s denominator: %s cannot be accessed
Error message arguments: :NEW.study_id/* Study id */,:NEW.denom_tab /* Denominator */"
-20813,PACKAGE BODY: RIF40_XML_GENERATOR,,"PACKAGE BODY: RIF40_XML_GENERATOR, raised error number: -20813, from line: [0417]",Consult message text,"ORA-20813: Error: RIF40_XML_GENERATOR rif40_generate_xmlfile() line_number mismatch, expecting: %s, got: %s
Error message arguments: previous_lineno+1,c2_rec.line_number"
-20720,TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS,T_RIF40_INVESTIGATIONS,"TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS, raised error number: -20720, from line: [0418]",Consult message text,"ORA-20720: T_RIF40_INVESTIGATIONS study: %s investigation: %s numerator RIF40_TABLES age group field name column: %s.%s.%s NOT found
Error message arguments: :NEW.study_id/* Study */,:NEW.inv_id/* Investigation */,owner/* Numerator owner */,table_or_view/* Numerator */,c1a_rec.age_group_field_name/* Age group field name */"
-20799,PACKAGE BODY: RIF40_CHECKS,,"PACKAGE BODY: RIF40_CHECKS, raised error number: -20799, from line: [0423]",Consult message text,"ORA-20799: [WARNING: UNKNOWN] Table: %s SQL injection error in %s: value: \"%s\"; contains NON alphanumeric chars at position(s) (%s); %s; total (,),SUM(,SUBSTR(,END)=%s,%s,%s,%s,%s"
-20213,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20213, from line: [0427]",Consult message text,"ORA-20213: T_RIF40_STUDIES study %s direct standardisation: %s not found in RIF40_TABLES
Error message arguments: :NEW.study_id/* Study id */,:NEW.direct_stand_tab/* direct standardisation table */"
-20214,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20214, from line: [0434]",Consult message text,"ORA-20214: T_RIF40_STUDIES study %s direct standardisation table: %s cannot be accessed
Error message arguments: :NEW.study_id/* Study id */,:NEW.direct_stand_tab/* direct standardisation table */"
-20721,TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS,T_RIF40_INVESTIGATIONS,"TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS, raised error number: -20721, from line: [0439]",Consult message text,"ORA-20721: T_RIF40_INVESTIGATIONS study: %s investigation: %s numerator RIF40_TABLES age sex group field column: %s.%s.%s NOT found
Error message arguments: :NEW.study_id/* Study */,:NEW.inv_id/* Investigation */,owner/* Numerator owner */,table_or_view/* Numerator */,c1a_rec.age_sex_group_field_name/* Age sex group field name */"
-20905,PACKAGE BODY: RIF40_SQL_GENERATOR,,"PACKAGE BODY: RIF40_SQL_GENERATOR, raised error number: -20905, from line: [0445]",Consult message text,"ORA-20905: Error: RIF40_SQL_GENERATOR no covariate table found for study_id: %s
Error message arguments: c1_rec.study_id"
-20906,PACKAGE BODY: RIF40_SQL_GENERATOR,,"PACKAGE BODY: RIF40_SQL_GENERATOR, raised error number: -20906, from line: [0451]",Consult message text,"ORA-20906: Error: RIF40_SQL_GENERATOR unable to resolve covariate table: %s for study_id: %s
Error message arguments: c4_rec.covariate_table,c1_rec.study_id"
-20215,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20215, from line: [0452]",Consult message text,"ORA-20215: T_RIF40_STUDIES study %s direct standardisation table: %s is not a direct denominator table
Error message arguments: :NEW.study_id/* Study id */,:NEW.direct_stand_tab/* direct standardisation table */"
-20722,TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS,T_RIF40_INVESTIGATIONS,"TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS, raised error number: -20722, from line: [0468]",Consult message text,"ORA-20722: T_RIF40_INVESTIGATIONS study: %s investigation: %s age_group ID mismatch; numerator %s, denominator:: %s, direct standardisation table: %s
Error message arguments: :NEW.study_id/* Study */,:NEW.inv_id/* Investigation */,c1a_rec.age_group_id/* Numerator age group ID */,c1a_rec.age_group_id/* Denominator age group ID */,c1b_rec.age_group_id/* Direct standardisation age group ID */"
-20723,TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS,T_RIF40_INVESTIGATIONS,"TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS, raised error number: -20723, from line: [0483]",Consult message text,"ORA-20723: T_RIF40_INVESTIGATIONS study: %s investigation: %s differing AGE_SEX_GROUP/AGE_GROUP/SEX_FIELD_NAMES used
Error message arguments: :NEW.study_id/* Study */,:NEW.inv_id/* Investigation */"
-20216,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20216, from line: [0484]",Consult message text,"ORA-20216: T_RIF40_STUDIES study %s denominator: %s year stop: %s is after RIF40_TABLES year stop: %s
Error message arguments: :NEW.study_id/- Study id -/,:NEW.denom_tab /- Denominator -/,TO_CHAR(:NEW.year_stop)/- Denominator year stop -/,TO_CHAR(c1b_rec.year_stop)/- RIF TABLES year stop -/"
